"","site_type","allele_freq","dist_bin","mean_D","mean_r2","mean_D_prime","num_pairs","s_ben","s_del","rho_exp","mu_exp","theta","h_del","h_ben","model","num_sites"
"2424","nonsyn","common",1050,0.0246751700680272,0.174540556650093,0.0702876947538408,2352,0.1,0.001,6,6,0,0.5,0.5,2,1
"2425","syn","rare",1100,0.000411505145049706,0.0321450704842218,-0.750168804984907,34402,0.1,0.001,6,6,0,0.5,0.5,2,1
"2426","nonsyn","rare",1100,0.000404855301648298,0.0322191171801065,-0.864208048867071,92641,0.1,0.001,6,6,0,0.5,0.5,2,1
"2427","syn","int",1100,0.0010427541889376,0.0487496765142211,-0.342742046538951,16651,0.1,0.001,6,6,0,0.5,0.5,2,1
"2428","nonsyn","int",1100,0.00111281437125749,0.0540592285932113,-0.528301996669341,17535,0.1,0.001,6,6,0,0.5,0.5,2,1
"2429","syn","common",1100,0.00414983789826719,0.098402469737536,-0.00174688758778004,8945,0.1,0.001,6,6,0,0.5,0.5,2,1
"2430","nonsyn","common",1100,0.0270057764755128,0.178316057188096,0.0929655748840125,2389,0.1,0.001,6,6,0,0.5,0.5,2,1
"2431","syn","rare",1150,0.000412073346809125,0.0320126139274451,-0.748457826158423,34630,0.1,0.001,6,6,0,0.5,0.5,2,1
"2432","nonsyn","rare",1150,0.000371353515136352,0.0309854483001587,-0.866671680529329,91931,0.1,0.001,6,6,0,0.5,0.5,2,1
"2433","syn","int",1150,0.0010688089270796,0.0483872136437354,-0.325939294578307,16758,0.1,0.001,6,6,0,0.5,0.5,2,1
"2434","nonsyn","int",1150,0.00125648035289338,0.0542835650067222,-0.524037737600895,17229,0.1,0.001,6,6,0,0.5,0.5,2,1
"2435","syn","common",1150,0.00391880933765218,0.096735282777231,0.000858232892376745,8953,0.1,0.001,6,6,0,0.5,0.5,2,1
"2436","nonsyn","common",1150,0.0247543290931473,0.172199394157575,0.0716721760564586,2437,0.1,0.001,6,6,0,0.5,0.5,2,1
"2437","syn","rare",1200,0.000327371367558364,0.0294585359165281,-0.757095957120555,34653,0.1,0.001,6,6,0,0.5,0.5,2,1
"2438","nonsyn","rare",1200,0.000359780743461105,0.0305218337306069,-0.866968297238905,91491,0.1,0.001,6,6,0,0.5,0.5,2,1
"2439","syn","int",1200,0.000867774610299024,0.0460439446249333,-0.336514878596209,16487,0.1,0.001,6,6,0,0.5,0.5,2,1
"2440","nonsyn","int",1200,0.00121936274509804,0.0530469676161032,-0.508320028178887,17136,0.1,0.001,6,6,0,0.5,0.5,2,1
"2441","syn","common",1200,0.00400631818181818,0.0928137690575844,-0.000664898363760258,8800,0.1,0.001,6,6,0,0.5,0.5,2,1
"2442","nonsyn","common",1200,0.0230554015491235,0.169266276417196,0.0679828704933702,2453,0.1,0.001,6,6,0,0.5,0.5,2,1
"2443","syn","rare",1300,0.000344255834659116,0.0294165735485263,-0.751856884035272,68513,0.1,0.001,6,6,0,0.5,0.5,2,1
"2444","nonsyn","rare",1300,0.000366434405879817,0.0302061349365823,-0.865938759043503,183271,0.1,0.001,6,6,0,0.5,0.5,2,1
"2445","syn","int",1300,0.000826950867052023,0.0441933536157968,-0.330602029375105,33216,0.1,0.001,6,6,0,0.5,0.5,2,1
"2446","nonsyn","int",1300,0.00111061993199058,0.0518678118360861,-0.516732229559817,34407,0.1,0.001,6,6,0,0.5,0.5,2,1
"2447","syn","common",1300,0.00436794258373206,0.0917807900039551,0.00747292712011261,17765,0.1,0.001,6,6,0,0.5,0.5,2,1
"2448","nonsyn","common",1300,0.0250949908740621,0.169218999058726,0.0791707223705896,4931,0.1,0.001,6,6,0,0.5,0.5,2,1
"2449","syn","rare",1400,0.00032669734994862,0.0291578791379928,-0.753672693154834,69093,0.1,0.001,6,6,0,0.5,0.5,2,1
"2450","nonsyn","rare",1400,0.000330567356933666,0.0288460049664705,-0.868156948822955,183359,0.1,0.001,6,6,0,0.5,0.5,2,1
"2451","syn","int",1400,0.000808609510086455,0.0435553175563115,-0.3210635314605,33312,0.1,0.001,6,6,0,0.5,0.5,2,1
"2452","nonsyn","int",1400,0.00105460323969653,0.0493539105723289,-0.512028112868211,34139,0.1,0.001,6,6,0,0.5,0.5,2,1
"2453","syn","common",1400,0.00515764564495822,0.0872784703816929,0.00971927138738634,17474,0.1,0.001,6,6,0,0.5,0.5,2,1
"2454","nonsyn","common",1400,0.0241951847940866,0.162256750189835,0.0737946535989668,4735,0.1,0.001,6,6,0,0.5,0.5,2,1
"2455","syn","rare",1500,0.000327988873192258,0.0279640469759527,-0.75419070905512,68663,0.1,0.001,6,6,0,0.5,0.5,2,1
"2456","nonsyn","rare",1500,0.000307507425227141,0.0282774157926338,-0.868435760463682,182486,0.1,0.001,6,6,0,0.5,0.5,2,1
"2457","syn","int",1500,0.000773796290702592,0.0422243660834326,-0.32729020079781,33106,0.1,0.001,6,6,0,0.5,0.5,2,1
"2458","nonsyn","int",1500,0.000971780701754386,0.0479918545285263,-0.507128904167366,34200,0.1,0.001,6,6,0,0.5,0.5,2,1
"2459","syn","common",1500,0.00416819753926405,0.0845527891001596,0.00578985885850839,17637,0.1,0.001,6,6,0,0.5,0.5,2,1
"2460","nonsyn","common",1500,0.0223306364392679,0.157378063139869,0.0656320967899359,4808,0.1,0.001,6,6,0,0.5,0.5,2,1
"2461","syn","rare",1600,0.0003092333886318,0.0272531266563834,-0.755750926606207,68718,0.1,0.001,6,6,0,0.5,0.5,2,1
"2462","nonsyn","rare",1600,0.000312057844361215,0.0280687501315888,-0.867555008798884,182628,0.1,0.001,6,6,0,0.5,0.5,2,1
"2463","syn","int",1600,0.000854492937724949,0.040596239624324,-0.314308993189196,33063,0.1,0.001,6,6,0,0.5,0.5,2,1
"2464","nonsyn","int",1600,0.0010556201038641,0.0466162367703421,-0.50267471608369,34083,0.1,0.001,6,6,0,0.5,0.5,2,1
"2465","syn","common",1600,0.00427948214079297,0.0827337929434283,0.00451266790733383,17302,0.1,0.001,6,6,0,0.5,0.5,2,1
"2466","nonsyn","common",1600,0.0202359811077716,0.146332433282409,0.0569735775498982,4658,0.1,0.001,6,6,0,0.5,0.5,2,1
"2467","syn","rare",1700,0.000302502331817652,0.0266812858662156,-0.757220152432089,68616,0.1,0.001,6,6,0,0.5,0.5,2,1
"2468","nonsyn","rare",1700,0.000282982301372884,0.0268580754076096,-0.86919849858159,181370,0.1,0.001,6,6,0,0.5,0.5,2,1
"2469","syn","int",1700,0.000778450296848836,0.040335465961805,-0.316176056935121,32845,0.1,0.001,6,6,0,0.5,0.5,2,1
"2470","nonsyn","int",1700,0.00135442399575296,0.0478056429060769,-0.486293240056612,33906,0.1,0.001,6,6,0,0.5,0.5,2,1
"2471","syn","common",1700,0.00447179588607595,0.0790367526062273,0.00569733933527429,17696,0.1,0.001,6,6,0,0.5,0.5,2,1
"2472","nonsyn","common",1700,0.0215170432946146,0.148450922681579,0.0620409067275524,4735,0.1,0.001,6,6,0,0.5,0.5,2,1
"2473","syn","rare",1800,0.000274188797013315,0.0254494899214571,-0.75841785219526,68571,0.1,0.001,6,6,0,0.5,0.5,2,1
"2474","nonsyn","rare",1800,0.000283529398787758,0.0262233579104594,-0.868566774631954,181317,0.1,0.001,6,6,0,0.5,0.5,2,1
"2475","syn","int",1800,0.000740317134933076,0.0374702655882652,-0.312930055494539,33172,0.1,0.001,6,6,0,0.5,0.5,2,1
"2476","nonsyn","int",1800,0.000923066366901223,0.0441612512142534,-0.493400379893628,34249,0.1,0.001,6,6,0,0.5,0.5,2,1
"2477","syn","common",1800,0.00355498165558358,0.0760481217662078,0.00245625754047336,17444,0.1,0.001,6,6,0,0.5,0.5,2,1
"2478","nonsyn","common",1800,0.0201634784428631,0.139996250376162,0.0522748214433357,4778,0.1,0.001,6,6,0,0.5,0.5,2,1
"2479","syn","rare",1900,0.000264954766268144,0.0251611807292876,-0.758398756865358,68754,0.1,0.001,6,6,0,0.5,0.5,2,1
"2480","nonsyn","rare",1900,0.000265020110052817,0.0255187378524241,-0.870580999315958,181004,0.1,0.001,6,6,0,0.5,0.5,2,1
"2481","syn","int",1900,0.000715428397504185,0.0374028499328643,-0.307631024919615,32855,0.1,0.001,6,6,0,0.5,0.5,2,1
"2482","nonsyn","int",1900,0.00110172847544914,0.0439139536261466,-0.48510575666105,33787,0.1,0.001,6,6,0,0.5,0.5,2,1
"2483","syn","common",1900,0.00390821502175406,0.0739623978179997,0.00303340392672013,17468,0.1,0.001,6,6,0,0.5,0.5,2,1
"2484","nonsyn","common",1900,0.0211382113821138,0.137911417693872,0.0604151756417547,4797,0.1,0.001,6,6,0,0.5,0.5,2,1
"2485","syn","rare",2000,0.000223485059221411,0.024039223873784,-0.763780924218005,68303,0.1,0.001,6,6,0,0.5,0.5,2,1
"2486","nonsyn","rare",2000,0.000256943513125592,0.0255083522605869,-0.868921422468007,180449,0.1,0.001,6,6,0,0.5,0.5,2,1
"2487","syn","int",2000,0.000741327263283327,0.0360584555949758,-0.308784275187938,32729,0.1,0.001,6,6,0,0.5,0.5,2,1
"2488","nonsyn","int",2000,0.000958593612140462,0.0424852493950093,-0.483298839415278,34002,0.1,0.001,6,6,0,0.5,0.5,2,1
"2489","syn","common",2000,0.00362741600277104,0.0711408482803936,0.00116204247139892,17322,0.1,0.001,6,6,0,0.5,0.5,2,1
"2490","nonsyn","common",2000,0.0213471088435374,0.140017680305372,0.0661489394397707,4704,0.1,0.001,6,6,0,0.5,0.5,2,1
"2491","syn","rare",2500,0.00024684989167075,0.0236470490163583,-0.757166258917031,338782,0.1,0.001,6,6,0,0.5,0.5,2,1
"2492","nonsyn","rare",2500,0.000256917397395262,0.0246197788410832,-0.867820432920148,900129,0.1,0.001,6,6,0,0.5,0.5,2,1
"2493","syn","int",2500,0.000594760762762284,0.0326304299848574,-0.304079149130837,163039,0.1,0.001,6,6,0,0.5,0.5,2,1
"2494","nonsyn","int",2500,0.000884298134137796,0.0394315743280091,-0.475116312871978,168394,0.1,0.001,6,6,0,0.5,0.5,2,1
"2495","syn","common",2500,0.00298249675264427,0.0683112841797332,-0.000736165970789368,86224,0.1,0.001,6,6,0,0.5,0.5,2,1
"2496","nonsyn","common",2500,0.0209413076988953,0.130305894557838,0.0665042209645942,23354,0.1,0.001,6,6,0,0.5,0.5,2,1
"2497","syn","rare",3000,0.000221415097971282,0.0219233397183307,-0.755360945384329,337701,0.1,0.001,6,6,0,0.5,0.5,2,1
"2498","nonsyn","rare",3000,0.000213295200360764,0.0225531907550404,-0.869034342326391,891442,0.1,0.001,6,6,0,0.5,0.5,2,1
"2499","syn","int",3000,0.000516419980925722,0.0298258365772537,-0.292087801553456,161474,0.1,0.001,6,6,0,0.5,0.5,2,1
"2500","nonsyn","int",3000,0.000829001740212055,0.0361117774463486,-0.460432485557622,167221,0.1,0.001,6,6,0,0.5,0.5,2,1
"2501","syn","common",3000,0.00259971953263197,0.0599199596046052,-0.00190654212331275,85928,0.1,0.001,6,6,0,0.5,0.5,2,1
"2502","nonsyn","common",3000,0.0192288365968653,0.119041737143575,0.0603058439455977,23543,0.1,0.001,6,6,0,0.5,0.5,2,1
"2503","syn","rare",3500,0.000216803201464347,0.0213061104328822,-0.753870331008888,334347,0.1,0.001,6,6,0,0.5,0.5,2,1
"2504","nonsyn","rare",3500,0.000204761937035393,0.0216235120445078,-0.867620532440694,885291,0.1,0.001,6,6,0,0.5,0.5,2,1
"2505","syn","int",3500,0.000464571242542056,0.0274524401320351,-0.284454583348624,159729,0.1,0.001,6,6,0,0.5,0.5,2,1
"2506","nonsyn","int",3500,0.000774859747966796,0.033336573304559,-0.45002881608304,166486,0.1,0.001,6,6,0,0.5,0.5,2,1
"2507","syn","common",3500,0.0029797607295633,0.0559225693561117,0.00229240664405416,85092,0.1,0.001,6,6,0,0.5,0.5,2,1
"2508","nonsyn","common",3500,0.0193410796490923,0.111048368017642,0.0668572563630457,23026,0.1,0.001,6,6,0,0.5,0.5,2,1
"2509","syn","rare",4000,0.00018455497382199,0.0200193755437558,-0.75549695193551,332340,0.1,0.001,6,6,0,0.5,0.5,2,1
"2510","nonsyn","rare",4000,0.000182345518307045,0.0204373633571013,-0.867977167967676,878842,0.1,0.001,6,6,0,0.5,0.5,2,1
"2511","syn","int",4000,0.000392522771132051,0.0256939423508013,-0.280887725583488,159083,0.1,0.001,6,6,0,0.5,0.5,2,1
"2512","nonsyn","int",4000,0.000615941098437812,0.0302781095803052,-0.439841993963706,165089,0.1,0.001,6,6,0,0.5,0.5,2,1
"2513","syn","common",4000,0.00266635473057013,0.0515411423911443,0.00055406789838133,84419,0.1,0.001,6,6,0,0.5,0.5,2,1
"2514","nonsyn","common",4000,0.0185193652960246,0.103982514262031,0.0638420058361211,23444,0.1,0.001,6,6,0,0.5,0.5,2,1
"2515","syn","rare",4500,0.000173963638123118,0.0190128816592422,-0.754633019745876,330676,0.1,0.001,6,6,0,0.5,0.5,2,1
"2516","nonsyn","rare",4500,0.000178745563053399,0.0198617367667615,-0.867275772534082,871658,0.1,0.001,6,6,0,0.5,0.5,2,1
"2517","syn","int",4500,0.000403914525132561,0.024471675069819,-0.274932682622079,157286,0.1,0.001,6,6,0,0.5,0.5,2,1
"2518","nonsyn","int",4500,0.000680448086361578,0.0291120919915667,-0.432718510567608,163406,0.1,0.001,6,6,0,0.5,0.5,2,1
"2519","syn","common",4500,0.00248395878796551,0.0487872488098834,-0.000518747491560328,83859,0.1,0.001,6,6,0,0.5,0.5,2,1
"2520","nonsyn","common",4500,0.0177193705750302,0.0975239523339973,0.0591305963256351,23164,0.1,0.001,6,6,0,0.5,0.5,2,1
"2521","syn","rare",5000,0.000155193529015704,0.0181462279973667,-0.7552889502382,329718,0.1,0.001,6,6,0,0.5,0.5,2,1
"2522","nonsyn","rare",5000,0.000164159454970039,0.0190232949355868,-0.86765094851085,866301,0.1,0.001,6,6,0,0.5,0.5,2,1
"2523","syn","int",5000,0.000452960522130762,0.0231857671170861,-0.266956497287114,157202,0.1,0.001,6,6,0,0.5,0.5,2,1
"2524","nonsyn","int",5000,0.000628257170412871,0.0275371991965845,-0.425929521380985,162787,0.1,0.001,6,6,0,0.5,0.5,2,1
"2525","syn","common",5000,0.00253576190589978,0.0467136790093361,0.00187730801117961,83698,0.1,0.001,6,6,0,0.5,0.5,2,1
"2526","nonsyn","common",5000,0.0170732421960033,0.0922600757890707,0.0586423028820525,22969,0.1,0.001,6,6,0,0.5,0.5,2,1
"2527","syn","rare",7500,0.000142007280220037,0.016860961654457,-0.753448272832978,1607369,0.1,0.001,6,6,0,0.5,0.5,2,1
"2528","nonsyn","rare",7500,0.000140374428550779,0.0175468866815575,-0.866616329193015,4233972,0.1,0.001,6,6,0,0.5,0.5,2,1
"2529","syn","int",7500,0.00030275981761794,0.0204393448048033,-0.261287411896134,768058,0.1,0.001,6,6,0,0.5,0.5,2,1
"2530","nonsyn","int",7500,0.000470387680281178,0.0240443630453201,-0.41229699906962,792096,0.1,0.001,6,6,0,0.5,0.5,2,1
"2531","syn","common",7500,0.00218171448264815,0.0402804676074332,0.000265987270465906,412031,0.1,0.001,6,6,0,0.5,0.5,2,1
"2532","nonsyn","common",7500,0.0150775178321709,0.0768472984012197,0.0530730425347093,113699,0.1,0.001,6,6,0,0.5,0.5,2,1
"2533","syn","rare",10000,0.000109943150981001,0.0151552212655091,-0.752694829017534,1556931,0.1,0.001,6,6,0,0.5,0.5,2,1
"2534","nonsyn","rare",10000,0.000110163287455226,0.0157448166836343,-0.865930090496077,4089169,0.1,0.001,6,6,0,0.5,0.5,2,1
"2535","syn","int",10000,0.000238797881612675,0.0177418035311785,-0.249642516807981,737731,0.1,0.001,6,6,0,0.5,0.5,2,1
"2536","nonsyn","int",10000,0.000295946892956032,0.0201190712259504,-0.396645688710005,759146,0.1,0.001,6,6,0,0.5,0.5,2,1
"2537","syn","common",10000,0.00199665403094503,0.0320730179229365,0.00158314157029126,400452,0.1,0.001,6,6,0,0.5,0.5,2,1
"2538","nonsyn","common",10000,0.0120308722530572,0.0566012943969849,0.0436266381066185,110805,0.1,0.001,6,6,0,0.5,0.5,2,1
"2539","syn","rare",10,0.00131635214191357,0.121322374940675,-0.678689283236373,10598,0.1,0.001,6,6,0,0.5,0.5,3,1
"2540","nonsyn","rare",10,0.00106182146942692,0.0631549242618758,-0.83795294999287,27099,0.1,0.001,6,6,0,0.5,0.5,3,1
"2541","syn","int",10,0.00638451522083407,0.326362995625622,-0.315056805129183,5683,0.1,0.001,6,6,0,0.5,0.5,3,1
"2542","nonsyn","int",10,0.0051416844143272,0.167668609789476,-0.580232602675311,5165,0.1,0.001,6,6,0,0.5,0.5,3,1
"2543","syn","common",10,0.0120073220686124,0.665568564352591,0.00552144274857531,3906,0.1,0.001,6,6,0,0.5,0.5,3,1
"2544","nonsyn","common",10,0.020217537746806,0.55099949645013,-0.0132039438096358,861,0.1,0.001,6,6,0,0.5,0.5,3,1
"2545","syn","rare",15,0.00137749710759738,0.122200501577058,-0.678125828267302,5186,0.1,0.001,6,6,0,0.5,0.5,3,1
"2546","nonsyn","rare",15,0.000962371095778619,0.0601115742384798,-0.845978415938001,13479,0.1,0.001,6,6,0,0.5,0.5,3,1
"2547","syn","int",15,0.00348465417867435,0.309977041487892,-0.34972528828521,2776,0.1,0.001,6,6,0,0.5,0.5,3,1
"2548","nonsyn","int",15,0.00461013513513514,0.159090867630555,-0.585538422678241,2516,0.1,0.001,6,6,0,0.5,0.5,3,1
"2549","syn","common",15,0.0127004883342377,0.640751996777675,-0.000892577974535077,1843,0.1,0.001,6,6,0,0.5,0.5,3,1
"2550","nonsyn","common",15,0.0195083700440529,0.514964343315259,-0.0222032943633193,454,0.1,0.001,6,6,0,0.5,0.5,3,1
"2551","syn","rare",20,0.00147751863888358,0.117804455142086,-0.681700502445753,5231,0.1,0.001,6,6,0,0.5,0.5,3,1
"2552","nonsyn","rare",20,0.00095248659916617,0.0600199993227664,-0.844683624188666,13432,0.1,0.001,6,6,0,0.5,0.5,3,1
"2553","syn","int",20,0.00629674185463659,0.29859638660493,-0.320677498315983,2793,0.1,0.001,6,6,0,0.5,0.5,3,1
"2554","nonsyn","int",20,0.0055509181331293,0.171540873642956,-0.562439910904736,2614,0.1,0.001,6,6,0,0.5,0.5,3,1
"2555","syn","common",20,0.0154270015698587,0.625637670892935,0.0228854110512215,1911,0.1,0.001,6,6,0,0.5,0.5,3,1
"2556","nonsyn","common",20,0.0110521739130435,0.528826057989863,-0.0517834883489513,391,0.1,0.001,6,6,0,0.5,0.5,3,1
"2557","syn","rare",25,0.00127985570533511,0.111293158721993,-0.686267605091629,5267,0.1,0.001,6,6,0,0.5,0.5,3,1
"2558","nonsyn","rare",25,0.00100983715275219,0.0601971567873608,-0.839624768160374,13571,0.1,0.001,6,6,0,0.5,0.5,3,1
"2559","syn","int",25,0.00478117021276596,0.291889953436235,-0.329818214580285,2820,0.1,0.001,6,6,0,0.5,0.5,3,1
"2560","nonsyn","int",25,0.00455596146126054,0.158639416273143,-0.592006499923815,2491,0.1,0.001,6,6,0,0.5,0.5,3,1
"2561","syn","common",25,0.0144176663031625,0.584801696939524,0.0161547753535549,1834,0.1,0.001,6,6,0,0.5,0.5,3,1
"2562","nonsyn","common",25,0.0138742168674699,0.480615373686339,-0.0469578313474799,415,0.1,0.001,6,6,0,0.5,0.5,3,1
"2563","syn","rare",50,0.00139811284569061,0.105775071305004,-0.685578834426598,26071,0.1,0.001,6,6,0,0.5,0.5,3,1
"2564","nonsyn","rare",50,0.000918040172424115,0.0586274150440177,-0.844357256789261,66812,0.1,0.001,6,6,0,0.5,0.5,3,1
"2565","syn","int",50,0.0053685771188316,0.251778906669839,-0.345025337306489,13557,0.1,0.001,6,6,0,0.5,0.5,3,1
"2566","nonsyn","int",50,0.00408062367781869,0.149258666041215,-0.592797267313189,12763,0.1,0.001,6,6,0,0.5,0.5,3,1
"2567","syn","common",50,0.0105999543743584,0.553333945882736,0.00168376520737899,8767,0.1,0.001,6,6,0,0.5,0.5,3,1
"2568","nonsyn","common",50,0.0159518248175182,0.483035925654919,-0.0458155046355563,2055,0.1,0.001,6,6,0,0.5,0.5,3,1
"2569","syn","rare",75,0.00126480896069937,0.089000160124161,-0.709454330156641,25623,0.1,0.001,6,6,0,0.5,0.5,3,1
"2570","nonsyn","rare",75,0.000894343188875388,0.0568395515912056,-0.845053087471696,66663,0.1,0.001,6,6,0,0.5,0.5,3,1
"2571","syn","int",75,0.00444008770603357,0.220198793066612,-0.347934052416179,13226,0.1,0.001,6,6,0,0.5,0.5,3,1
"2572","nonsyn","int",75,0.00404473299788995,0.141465270915363,-0.584253032454162,12322,0.1,0.001,6,6,0,0.5,0.5,3,1
"2573","syn","common",75,0.0125279137742053,0.485116643238774,0.0170180357561835,8211,0.1,0.001,6,6,0,0.5,0.5,3,1
"2574","nonsyn","common",75,0.0209444887780549,0.442717184328437,-0.00290563607910788,2005,0.1,0.001,6,6,0,0.5,0.5,3,1
"2575","syn","rare",100,0.00126778227727489,0.0838116359843324,-0.710022855818542,25188,0.1,0.001,6,6,0,0.5,0.5,3,1
"2576","nonsyn","rare",100,0.000856021326623834,0.054477665243014,-0.847779854069949,66771,0.1,0.001,6,6,0,0.5,0.5,3,1
"2577","syn","int",100,0.00437184098803551,0.192848277424096,-0.367814065334477,12955,0.1,0.001,6,6,0,0.5,0.5,3,1
"2578","nonsyn","int",100,0.00379125851443399,0.132291402785207,-0.590140137161449,12332,0.1,0.001,6,6,0,0.5,0.5,3,1
"2579","syn","common",100,0.0110219921229831,0.427226967360664,0.0059370240307453,7871,0.1,0.001,6,6,0,0.5,0.5,3,1
"2580","nonsyn","common",100,0.0194495540138751,0.408961701578349,-0.0281965400823087,2018,0.1,0.001,6,6,0,0.5,0.5,3,1
"2581","syn","rare",125,0.00106771869776327,0.0770181388519885,-0.71615223597876,25126,0.1,0.001,6,6,0,0.5,0.5,3,1
"2582","nonsyn","rare",125,0.000828925457485229,0.0530343653071031,-0.850322229420593,66177,0.1,0.001,6,6,0,0.5,0.5,3,1
"2583","syn","int",125,0.00381133612847085,0.177566616804889,-0.371206956962941,12641,0.1,0.001,6,6,0,0.5,0.5,3,1
"2584","nonsyn","int",125,0.00369899828976301,0.129138047075867,-0.581504832630605,12279,0.1,0.001,6,6,0,0.5,0.5,3,1
"2585","syn","common",125,0.00971382248219736,0.390194971487762,0.00428599945866765,7864,0.1,0.001,6,6,0,0.5,0.5,3,1
"2586","nonsyn","common",125,0.014771087398374,0.376379637292157,-0.0554537798255062,1968,0.1,0.001,6,6,0,0.5,0.5,3,1
"2587","syn","rare",150,0.00105132037667802,0.0732128726462985,-0.722750674713216,24955,0.1,0.001,6,6,0,0.5,0.5,3,1
"2588","nonsyn","rare",150,0.000787764984558184,0.0511730208957122,-0.851949661253438,66702,0.1,0.001,6,6,0,0.5,0.5,3,1
"2589","syn","int",150,0.00328514461344472,0.160053769764081,-0.375123404117618,12689,0.1,0.001,6,6,0,0.5,0.5,3,1
"2590","nonsyn","int",150,0.00341501679193987,0.121568693294866,-0.581854266340101,12506,0.1,0.001,6,6,0,0.5,0.5,3,1
"2591","syn","common",150,0.00687114335152402,0.356962586864766,-0.0046013816731673,7513,0.1,0.001,6,6,0,0.5,0.5,3,1
"2592","nonsyn","common",150,0.0230259907359753,0.359867951072929,-0.00220337897943736,1943,0.1,0.001,6,6,0,0.5,0.5,3,1
"2593","syn","rare",175,0.00107891736756089,0.0692366888263208,-0.719752320029337,25087,0.1,0.001,6,6,0,0.5,0.5,3,1
"2594","nonsyn","rare",175,0.000789178266049373,0.0510202821364123,-0.852523992393908,66311,0.1,0.001,6,6,0,0.5,0.5,3,1
"2595","syn","int",175,0.00358595422361271,0.150547965643048,-0.369592633745625,12146,0.1,0.001,6,6,0,0.5,0.5,3,1
"2596","nonsyn","int",175,0.0031435086578327,0.116759191730215,-0.581662160053125,12301,0.1,0.001,6,6,0,0.5,0.5,3,1
"2597","syn","common",175,0.00590014731485202,0.325780389635928,-0.00925276758689199,7467,0.1,0.001,6,6,0,0.5,0.5,3,1
"2598","nonsyn","common",175,0.0250453340402969,0.352782866079556,0.0388783010888363,1886,0.1,0.001,6,6,0,0.5,0.5,3,1
"2599","syn","rare",200,0.00108633930368283,0.0656749472119293,-0.717474214539413,24845,0.1,0.001,6,6,0,0.5,0.5,3,1
"2600","nonsyn","rare",200,0.000789475671267631,0.0506040067733562,-0.850282388914987,66218,0.1,0.001,6,6,0,0.5,0.5,3,1
"2601","syn","int",200,0.00345011015911873,0.135652653028208,-0.35946490602333,12255,0.1,0.001,6,6,0,0.5,0.5,3,1
"2602","nonsyn","int",200,0.00331495242782152,0.11372169243816,-0.574812379105758,12192,0.1,0.001,6,6,0,0.5,0.5,3,1
"2603","syn","common",200,0.00708110086767896,0.302513400976583,-0.00605608742257257,7376,0.1,0.001,6,6,0,0.5,0.5,3,1
"2604","nonsyn","common",200,0.0195617204301075,0.318423072110983,0.00192979550573801,1860,0.1,0.001,6,6,0,0.5,0.5,3,1
"2605","syn","rare",250,0.000879214547800492,0.0596886217717171,-0.730006995226216,49602,0.1,0.001,6,6,0,0.5,0.5,3,1
"2606","nonsyn","rare",250,0.000729426749672148,0.0479843059112768,-0.853339328747172,132682,0.1,0.001,6,6,0,0.5,0.5,3,1
"2607","syn","int",250,0.00335662431941924,0.127588310157179,-0.36052385021107,24244,0.1,0.001,6,6,0,0.5,0.5,3,1
"2608","nonsyn","int",250,0.00276704254440314,0.105312051775657,-0.583777017995381,24210,0.1,0.001,6,6,0,0.5,0.5,3,1
"2609","syn","common",250,0.00767984409017487,0.269511478934029,0.00495947767208225,14239,0.1,0.001,6,6,0,0.5,0.5,3,1
"2610","nonsyn","common",250,0.0205565158124318,0.310156207464809,0.00514869102273837,3668,0.1,0.001,6,6,0,0.5,0.5,3,1
"2611","syn","rare",300,0.000808126942847274,0.0564603801706299,-0.735703340190694,49219,0.1,0.001,6,6,0,0.5,0.5,3,1
"2612","nonsyn","rare",300,0.000693788079067718,0.0464632882775927,-0.855803495307873,131634,0.1,0.001,6,6,0,0.5,0.5,3,1
"2613","syn","int",300,0.00241188053005442,0.110768623666867,-0.371193705009902,24073,0.1,0.001,6,6,0,0.5,0.5,3,1
"2614","nonsyn","int",300,0.00291174271984228,0.101146413978182,-0.575087912812304,24347,0.1,0.001,6,6,0,0.5,0.5,3,1
"2615","syn","common",300,0.00662020021451555,0.241064402604539,-0.00200182374332551,13985,0.1,0.001,6,6,0,0.5,0.5,3,1
"2616","nonsyn","common",300,0.0208647952264714,0.290182265641584,0.00686508110712045,3687,0.1,0.001,6,6,0,0.5,0.5,3,1
"2617","syn","rare",350,0.000735403940986667,0.0521160888551398,-0.736643674752712,49277,0.1,0.001,6,6,0,0.5,0.5,3,1
"2618","nonsyn","rare",350,0.000583683162017013,0.0428263840068819,-0.862145924439757,132017,0.1,0.001,6,6,0,0.5,0.5,3,1
"2619","syn","int",350,0.0021738068300859,0.10213316384592,-0.372041967982391,23865,0.1,0.001,6,6,0,0.5,0.5,3,1
"2620","nonsyn","int",350,0.00279599465396984,0.095483019450664,-0.568901440528782,23943,0.1,0.001,6,6,0,0.5,0.5,3,1
"2621","syn","common",350,0.00681776111871982,0.212214383929256,0.000604983955572913,13873,0.1,0.001,6,6,0,0.5,0.5,3,1
"2622","nonsyn","common",350,0.0247095485636115,0.279876226629685,0.0383098573297755,3655,0.1,0.001,6,6,0,0.5,0.5,3,1
"2623","syn","rare",400,0.000774088139723802,0.0505115003641629,-0.737948028028701,49240,0.1,0.001,6,6,0,0.5,0.5,3,1
"2624","nonsyn","rare",400,0.000609237546697507,0.0428413976561774,-0.859361870348616,131431,0.1,0.001,6,6,0,0.5,0.5,3,1
